FecAcc;MesAcc;TipoAcc;ZonaAcc;Turno;TotalAcc;TotalAccH;TotalAccM;EdadPrm;EdadPromH;EdadPromM;DiaDescPromH;DiaDescPromM;MtoDescPromH;MtoDescPromM;CostoDiario
2022-10-11;202210;CAIDA DE OBJETOS;CABEZA;DIA;2;1.0;1.0;28.0;23.0;34.0;2.0;3.0;139.72;490.25;233.27666666666664
2022-10-11;202210;CAIDA DE OBJETOS;EXTREMIDAD INFERIOR;DIA;3;3.0;0.0;32.0;32.0;0.0;9.0;0.0;590.1766666666666;0.0;193.05285714285714
2022-10-11;202210;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;DIA;7;5.0;2.0;35.0;35.0;37.0;8.0;2.0;573.316;117.92500000000001;526.23
2022-10-11;202210;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;TARDE;1;1.0;0.0;35.0;35.0;0.0;7.0;0.0;486.44;0.0;69.49142857142857
2022-10-11;202210;CAIDA DE OBJETOS;OTROS;TARDE;1;1.0;0.0;29.0;29.0;0.0;3.0;0.0;209.58;0.0;69.86
2022-10-11;202210;CAIDA DE PERSONAS;CABEZA;DIA;1;0.0;1.0;26.0;0.0;26.0;0.0;3.0;0.0;165.0;55.0
2022-10-11;202210;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;DIA;6;3.0;3.0;31.0;32.0;29.0;4.0;3.0;360.68333333333334;126.02666666666669;412.4852380952381
2022-10-11;202210;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;TARDE;1;1.0;0.0;67.0;67.0;0.0;2.0;0.0;139.72;0.0;69.86
2022-10-11;202210;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;DIA;3;1.0;2.0;29.0;23.0;32.0;2.0;2.0;75.74;71.215;116.52
2022-10-11;202210;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;NOCHE;2;2.0;0.0;26.0;26.0;0.0;2.0;0.0;200.57;0.0;165.64
2022-10-11;202210;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;TARDE;1;0.0;1.0;43.0;0.0;43.0;0.0;3.0;0.0;117.88;39.29333333333333
2022-10-11;202210;CAIDA DE PERSONAS;OTROS;DIA;2;2.0;0.0;26.0;26.0;0.0;2.0;0.0;93.7;0.0;93.7
2022-10-11;202210;CAIDA DE PERSONAS;TRONCO;DIA;3;1.0;2.0;45.0;52.0;42.0;4.0;4.0;291.07;248.93;216.9075
2022-10-11;202210;CAIDA DE PERSONAS;TRONCO;TARDE;1;1.0;0.0;38.0;38.0;0.0;3.0;0.0;102.5;0.0;34.166666666666664
2022-10-11;202210;CONTACTO CON SUSTANCIAS NOCIVAS;CABEZA;DIA;1;1.0;0.0;25.0;25.0;0.0;3.0;0.0;136.63;0.0;45.54333333333333
2022-10-11;202210;CONTACTO CON SUSTANCIAS NOCIVAS;EXTREMIDAD INFERIOR;DIA;1;1.0;0.0;34.0;34.0;0.0;5.0;0.0;350.42;0.0;70.084
2022-10-11;202210;CONTACTO CON SUSTANCIAS NOCIVAS;OTROS;DIA;5;4.0;1.0;29.0;29.0;28.0;3.0;2.0;144.125;139.72;276.4716666666667
2022-10-11;202210;CONTACTO CON SUSTANCIAS NOCIVAS;TRONCO;DIA;1;1.0;0.0;37.0;37.0;0.0;2.0;0.0;76.83;0.0;38.415
2022-10-11;202210;CONTACTO CON TEMPERATURA EXTREMA;CABEZA;DIA;2;2.0;0.0;50.0;50.0;0.0;2.0;0.0;366.27500000000003;0.0;267.47
2022-10-11;202210;CONTACTO CON TEMPERATURA EXTREMA;OTROS;DIA;2;2.0;0.0;31.0;31.0;0.0;3.0;0.0;354.79;0.0;236.52666666666664
2022-10-11;202210;GOLPES CONTRA OBJETOS;EXTREMIDAD INFERIOR;DIA;1;1.0;0.0;26.0;26.0;0.0;3.0;0.0;205.19;0.0;68.39666666666666
2022-10-11;202210;GOLPES CONTRA OBJETOS;EXTREMIDAD INFERIOR;TARDE;1;1.0;0.0;38.0;38.0;0.0;4.0;0.0;279.44;0.0;69.86
2022-10-11;202210;GOLPES CONTRA OBJETOS;EXTREMIDAD SUPERIOR;DIA;3;3.0;0.0;40.0;40.0;0.0;12.0;0.0;939.32;0.0;256.208
2022-10-11;202210;GOLPES CONTRA OBJETOS;OTROS;DIA;1;1.0;0.0;38.0;38.0;0.0;2.0;0.0;139.72;0.0;69.86
2022-10-11;202210;GOLPES CONTRA OBJETOS;TRONCO;NOCHE;1;1.0;0.0;29.0;29.0;0.0;4.0;0.0;72.36;0.0;18.09
2022-10-11;202210;GOLPES CONTRA OBJETOS;TRONCO;TARDE;1;0.0;1.0;22.0;0.0;22.0;0.0;2.0;0.0;117.52;58.76
2022-10-11;202210;MANIPULACION OBJETOS POR ESFUERZO;CABEZA;DIA;5;3.0;2.0;39.0;34.0;46.0;3.0;2.0;196.17333333333332;155.885;328.7216666666667
2022-10-11;202210;MANIPULACION OBJETOS POR ESFUERZO;CABEZA;TARDE;2;2.0;0.0;32.0;32.0;0.0;4.0;0.0;244.51;0.0;139.72
2022-10-11;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD INFERIOR;DIA;5;3.0;2.0;28.0;28.0;29.0;3.0;3.0;133.8166666666667;193.57;237.17600000000002
2022-10-11;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD INFERIOR;TARDE;1;1.0;0.0;42.0;42.0;0.0;16.0;0.0;1787.48;0.0;111.7175
2022-10-11;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;DIA;7;6.0;1.0;35.0;36.0;32.0;5.0;5.0;571.6916666666667;293.89;652.0509166666666
2022-10-11;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;NOCHE;2;1.0;1.0;36.0;36.0;36.0;3.0;5.0;64.05;179.25;57.2
2022-10-11;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;TARDE;3;2.0;1.0;27.0;32.0;18.0;4.0;5.0;193.655;188.58;143.26683333333335
2022-10-11;202210;MANIPULACION OBJETOS POR ESFUERZO;OTROS;DIA;5;1.0;4.0;39.0;54.0;35.0;5.0;5.0;549.23;354.625;382.71742857142857
2022-10-11;202210;MANIPULACION OBJETOS POR ESFUERZO;TRONCO;DIA;1;1.0;0.0;42.0;42.0;0.0;3.0;0.0;239.71;0.0;79.90333333333334
2022-10-12;202210;ATRAPADO POR OBJETOS;EXTREMIDAD SUPERIOR;DIA;2;2.0;0.0;30.0;30.0;0.0;16.0;0.0;1798.335;0.0;190.27094827586205
2022-10-12;202210;ATRAPADO POR OBJETOS;EXTREMIDAD SUPERIOR;NOCHE;1;1.0;0.0;37.0;37.0;0.0;3.0;0.0;179.63;0.0;59.876666666666665
2022-10-12;202210;ATRAPADO POR OBJETOS;EXTREMIDAD SUPERIOR;TARDE;2;2.0;0.0;27.0;27.0;0.0;3.0;0.0;225.5;0.0;140.6575
2022-10-12;202210;ATRAPADO POR OBJETOS;OTROS;DIA;1;1.0;0.0;20.0;20.0;0.0;3.0;0.0;145.23;0.0;48.41
2022-10-12;202210;CAIDA DE OBJETOS;CABEZA;DIA;1;1.0;0.0;39.0;39.0;0.0;3.0;0.0;209.58;0.0;69.86
2022-10-12;202210;CAIDA DE OBJETOS;CABEZA;TARDE;1;1.0;0.0;23.0;23.0;0.0;1.0;0.0;69.86;0.0;69.86
2022-10-12;202210;CAIDA DE OBJETOS;EXTREMIDAD INFERIOR;DIA;1;1.0;0.0;34.0;34.0;0.0;3.0;0.0;117.26;0.0;39.086666666666666
2022-10-12;202210;CAIDA DE OBJETOS;EXTREMIDAD INFERIOR;NOCHE;2;1.0;1.0;22.0;25.0;18.0;3.0;5.0;286.31;349.3;165.29666666666668
2022-10-12;202210;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;DIA;4;4.0;0.0;28.0;28.0;0.0;3.0;0.0;164.79;0.0;272.2425
2022-10-12;202210;CAIDA DE PERSONAS;CABEZA;DIA;2;1.0;1.0;49.0;45.0;53.0;6.0;5.0;527.17;268.42;141.54566666666668
2022-10-12;202210;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;DIA;5;3.0;2.0;34.0;39.0;26.0;3.0;2.0;167.55333333333334;59.735;276.135
2022-10-12;202210;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;TARDE;2;0.0;2.0;30.0;0.0;30.0;0.0;4.0;0.0;187.165;112.03899999999999
2022-10-12;202210;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;DIA;3;3.0;0.0;40.0;40.0;0.0;4.0;0.0;307.93666666666667;0.0;247.06916666666666
2022-10-12;202210;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;TARDE;1;0.0;1.0;41.0;0.0;41.0;0.0;4.0;0.0;191.06;47.765
2022-10-12;202210;CAIDA DE PERSONAS;OTROS;DIA;1;1.0;0.0;27.0;27.0;0.0;7.0;0.0;263.08;0.0;37.582857142857144
2022-10-12;202210;CAIDA DE PERSONAS;OTROS;NOCHE;1;1.0;0.0;56.0;56.0;0.0;7.0;0.0;280.0;0.0;40.0
2022-10-12;202210;CAIDA DE PERSONAS;TRONCO;DIA;3;2.0;1.0;40.0;28.0;63.0;2.0;4.0;144.86;136.67;154.0275
2022-10-12;202210;CONTACTO ELECTRICO;EXTREMIDAD SUPERIOR;DIA;1;1.0;0.0;24.0;24.0;0.0;10.0;0.0;534.17;0.0;53.416999999999994
2022-10-12;202210;GOLPES CONTRA OBJETOS;CABEZA;TARDE;1;1.0;0.0;19.0;19.0;0.0;2.0;0.0;164.36;0.0;82.18
2022-10-12;202210;GOLPES CONTRA OBJETOS;EXTREMIDAD INFERIOR;DIA;6;6.0;0.0;46.0;46.0;0.0;4.0;0.0;285.77666666666664;0.0;415.4610833333333
2022-10-12;202210;GOLPES CONTRA OBJETOS;EXTREMIDAD SUPERIOR;DIA;2;2.0;0.0;24.0;24.0;0.0;16.0;0.0;1234.5900000000001;0.0;194.32
2022-10-12;202210;GOLPES CONTRA OBJETOS;OTROS;DIA;1;1.0;0.0;64.0;64.0;0.0;3.0;0.0;350.0;0.0;116.66666666666667
2022-10-12;202210;MANIPULACION OBJETOS POR ESFUERZO;CABEZA;DIA;15;14.0;1.0;32.0;33.0;27.0;3.0;2.0;202.17428571428573;33.69;927.1734444444444
2022-10-12;202210;MANIPULACION OBJETOS POR ESFUERZO;CABEZA;TARDE;1;1.0;0.0;38.0;38.0;0.0;2.0;0.0;96.38;0.0;48.19
2022-10-12;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD INFERIOR;DIA;8;6.0;2.0;36.0;33.0;46.0;9.0;8.0;508.74;341.6;454.755
2022-10-12;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD INFERIOR;TARDE;1;0.0;1.0;33.0;0.0;33.0;0.0;3.0;0.0;209.58;69.86
2022-10-12;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;DIA;22;18.0;4.0;38.0;38.0;38.0;8.0;4.0;514.5883333333334;254.7;1445.9559682539682
2022-10-12;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;NOCHE;1;1.0;0.0;19.0;19.0;0.0;6.0;0.0;226.71;0.0;37.785000000000004
2022-10-12;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;TARDE;2;1.0;1.0;41.0;52.0;30.0;1.0;4.0;34.17;215.25;87.9825
2022-10-12;202210;MANIPULACION OBJETOS POR ESFUERZO;OTROS;DIA;6;5.0;1.0;41.0;43.0;28.0;3.0;3.0;274.94;134.79;475.9241666666667
2022-10-12;202210;MANIPULACION OBJETOS POR ESFUERZO;TRONCO;DIA;5;4.0;1.0;41.0;41.0;41.0;2.0;2.0;71.96000000000001;137.92;234.26
2022-10-12;202210;MANIPULACION OBJETOS POR ESFUERZO;TRONCO;NOCHE;1;1.0;0.0;35.0;35.0;0.0;3.0;0.0;278.44;0.0;92.81333333333333
2022-10-13;202210;ATRAPADO POR OBJETOS;EXTREMIDAD INFERIOR;DIA;1;1.0;0.0;35.0;35.0;0.0;4.0;0.0;298.53;0.0;74.6325
2022-10-13;202210;ATRAPADO POR OBJETOS;EXTREMIDAD SUPERIOR;DIA;3;2.0;1.0;27.0;27.0;26.0;6.0;13.0;364.89;541.32;254.86458333333334
2022-10-13;202210;ATRAPADO POR OBJETOS;EXTREMIDAD SUPERIOR;NOCHE;1;1.0;0.0;31.0;31.0;0.0;5.0;0.0;349.3;0.0;69.86
2022-10-13;202210;CAIDA DE OBJETOS;CABEZA;DIA;3;3.0;0.0;26.0;26.0;0.0;4.0;0.0;160.46333333333334;0.0;173.887
2022-10-13;202210;CAIDA DE OBJETOS;CABEZA;TARDE;1;1.0;0.0;57.0;57.0;0.0;1.0;0.0;63.8;0.0;63.8
2022-10-13;202210;CAIDA DE OBJETOS;EXTREMIDAD INFERIOR;DIA;1;1.0;0.0;26.0;26.0;0.0;3.0;0.0;123.65;0.0;41.21666666666667
2022-10-13;202210;CAIDA DE OBJETOS;EXTREMIDAD INFERIOR;NOCHE;1;1.0;0.0;43.0;43.0;0.0;3.0;0.0;209.58;0.0;69.86
2022-10-13;202210;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;DIA;6;5.0;1.0;31.0;27.0;50.0;4.0;1.0;260.91999999999996;59.66;390.44
2022-10-13;202210;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;TARDE;4;4.0;0.0;40.0;40.0;0.0;4.0;0.0;311.0725;0.0;266.25
2022-10-13;202210;CAIDA DE PERSONAS;CABEZA;DIA;3;3.0;0.0;34.0;34.0;0.0;3.0;0.0;390.82666666666665;0.0;383.9375
2022-10-13;202210;CAIDA DE PERSONAS;CABEZA;TARDE;1;1.0;0.0;65.0;65.0;0.0;5.0;0.0;200.0;0.0;40.0
2022-10-13;202210;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;DIA;3;3.0;0.0;34.0;34.0;0.0;8.0;0.0;558.88;0.0;209.57999999999998
2022-10-13;202210;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;NOCHE;1;1.0;0.0;48.0;48.0;0.0;5.0;0.0;450.67;0.0;90.134
2022-10-13;202210;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;TARDE;1;0.0;1.0;28.0;0.0;28.0;0.0;4.0;0.0;240.0;60.0
2022-10-13;202210;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;DIA;3;3.0;0.0;40.0;40.0;0.0;3.0;0.0;233.09;0.0;209.80333333333334
2022-10-13;202210;CAIDA DE PERSONAS;OTROS;DIA;3;2.0;1.0;34.0;35.0;31.0;4.0;5.0;297.44;229.02;238.454
2022-10-13;202210;CAIDA DE PERSONAS;OTROS;TARDE;1;1.0;0.0;37.0;37.0;0.0;4.0;0.0;297.23;0.0;74.3075
2022-10-13;202210;CAIDA DE PERSONAS;TRONCO;DIA;3;3.0;0.0;32.0;32.0;0.0;5.0;0.0;326.0133333333333;0.0;209.57999999999998
2022-10-13;202210;CONTACTO CON SUSTANCIAS NOCIVAS;CABEZA;DIA;1;1.0;0.0;33.0;33.0;0.0;4.0;0.0;456.93;0.0;114.2325
2022-10-13;202210;CONTACTO CON TEMPERATURA EXTREMA;EXTREMIDAD SUPERIOR;DIA;1;0.0;1.0;34.0;0.0;34.0;0.0;5.0;0.0;516.62;103.324
2022-10-13;202210;CONTACTO CON TEMPERATURA EXTREMA;OTROS;DIA;1;1.0;0.0;22.0;22.0;0.0;5.0;0.0;299.12;0.0;59.824
2022-10-13;202210;GOLPES CONTRA OBJETOS;CABEZA;DIA;1;1.0;0.0;26.0;26.0;0.0;2.0;0.0;87.35;0.0;43.675
2022-10-13;202210;GOLPES CONTRA OBJETOS;CABEZA;TARDE;1;1.0;0.0;50.0;50.0;0.0;3.0;0.0;510.25;0.0;170.08333333333334
2022-10-13;202210;GOLPES CONTRA OBJETOS;EXTREMIDAD INFERIOR;DIA;4;4.0;0.0;34.0;34.0;0.0;4.0;0.0;382.1025;0.0;361.57
2022-10-13;202210;GOLPES CONTRA OBJETOS;EXTREMIDAD SUPERIOR;DIA;1;1.0;0.0;31.0;31.0;0.0;7.0;0.0;466.67;0.0;66.66714285714286
2022-10-13;202210;GOLPES CONTRA OBJETOS;EXTREMIDAD SUPERIOR;NOCHE;2;2.0;0.0;50.0;50.0;0.0;4.0;0.0;248.375;0.0;154.4
2022-10-13;202210;GOLPES CONTRA OBJETOS;OTROS;DIA;1;1.0;0.0;30.0;30.0;0.0;5.0;0.0;349.3;0.0;69.86
2022-10-13;202210;GOLPES CONTRA OBJETOS;TRONCO;DIA;1;1.0;0.0;26.0;26.0;0.0;2.0;0.0;139.72;0.0;69.86
2022-10-13;202210;MANIPULACION OBJETOS POR ESFUERZO;CABEZA;DIA;7;6.0;1.0;27.0;26.0;31.0;3.0;4.0;192.38833333333332;223.75;423.13625
2022-10-13;202210;MANIPULACION OBJETOS POR ESFUERZO;CABEZA;NOCHE;1;1.0;0.0;45.0;45.0;0.0;21.0;0.0;2576.94;0.0;122.71142857142857
2022-10-13;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD INFERIOR;DIA;12;9.0;3.0;31.0;30.0;34.0;5.0;4.0;333.77555555555557;222.32000000000002;775.7986666666667
2022-10-13;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD INFERIOR;TARDE;2;2.0;0.0;43.0;43.0;0.0;2.0;0.0;69.655;0.0;94.17
2022-10-13;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;DIA;17;14.0;3.0;35.0;36.0;31.0;6.0;4.0;406.32428571428574;250.61999999999998;1080.8245952380953
2022-10-13;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;NOCHE;1;1.0;0.0;23.0;23.0;0.0;3.0;0.0;122.72;0.0;40.906666666666666
2022-10-13;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;TARDE;4;3.0;1.0;45.0;53.0;21.0;2.0;3.0;201.14333333333335;151.35;289.37333333333333
2022-10-13;202210;MANIPULACION OBJETOS POR ESFUERZO;OTROS;DIA;2;2.0;0.0;28.0;28.0;0.0;4.0;0.0;226.515;0.0;130.7225
2022-10-13;202210;MANIPULACION OBJETOS POR ESFUERZO;OTROS;NOCHE;1;0.0;1.0;38.0;0.0;38.0;0.0;5.0;0.0;129.17;25.833999999999996
2022-10-13;202210;MANIPULACION OBJETOS POR ESFUERZO;OTROS;TARDE;2;2.0;0.0;31.0;31.0;0.0;2.0;0.0;71.66499999999999;0.0;99.08
2022-10-13;202210;MANIPULACION OBJETOS POR ESFUERZO;TRONCO;DIA;5;5.0;0.0;34.0;34.0;0.0;7.0;0.0;493.82199999999995;0.0;344.9966071428571
2022-10-13;202210;MANIPULACION OBJETOS POR ESFUERZO;TRONCO;NOCHE;2;2.0;0.0;48.0;48.0;0.0;3.0;0.0;326.21500000000003;0.0;372.99
2022-10-14;202210;ATRAPADO POR OBJETOS;EXTREMIDAD INFERIOR;DIA;3;3.0;0.0;35.0;35.0;0.0;7.0;0.0;304.84;0.0;130.6457142857143
2022-10-14;202210;ATRAPADO POR OBJETOS;EXTREMIDAD INFERIOR;TARDE;1;1.0;0.0;31.0;31.0;0.0;3.0;0.0;193.75;0.0;64.58333333333333
2022-10-14;202210;ATRAPADO POR OBJETOS;EXTREMIDAD SUPERIOR;DIA;1;1.0;0.0;26.0;26.0;0.0;2.0;0.0;133.33;0.0;66.665
2022-10-14;202210;CAIDA DE OBJETOS;CABEZA;DIA;3;3.0;0.0;36.0;36.0;0.0;2.0;0.0;179.2733333333333;0.0;240.65833333333333
2022-10-14;202210;CAIDA DE OBJETOS;EXTREMIDAD INFERIOR;DIA;1;1.0;0.0;39.0;39.0;0.0;2.0;0.0;139.72;0.0;69.86
2022-10-14;202210;CAIDA DE OBJETOS;EXTREMIDAD INFERIOR;TARDE;1;1.0;0.0;18.0;18.0;0.0;2.0;0.0;139.72;0.0;69.86
2022-10-14;202210;CAIDA DE PERSONAS;CABEZA;DIA;2;2.0;0.0;38.0;38.0;0.0;5.0;0.0;339.895;0.0;135.958
2022-10-14;202210;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;DIA;8;5.0;3.0;35.0;37.0;33.0;5.0;4.0;448.742;188.23666666666668;572.2679285714286
2022-10-14;202210;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;DIA;2;1.0;1.0;39.0;34.0;44.0;3.0;4.0;176.7;136.67;93.0675
2022-10-14;202210;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;TARDE;2;2.0;0.0;40.0;40.0;0.0;2.0;0.0;104.78999999999999;0.0;139.72
2022-10-14;202210;CAIDA DE PERSONAS;OTROS;DIA;2;0.0;2.0;38.0;0.0;38.0;0.0;4.0;0.0;166.23;106.10399999999998
2022-10-14;202210;CAIDA DE PERSONAS;TRONCO;DIA;3;3.0;0.0;33.0;33.0;0.0;5.0;0.0;355.5;0.0;283.27708333333334
2022-10-14;202210;CONTACTO CON SUSTANCIAS NOCIVAS;CABEZA;DIA;4;4.0;0.0;34.0;34.0;0.0;2.0;0.0;145.81;0.0;291.62
2022-10-14;202210;CONTACTO CON TEMPERATURA EXTREMA;CABEZA;TARDE;1;0.0;1.0;20.0;0.0;20.0;0.0;3.0;0.0;209.58;69.86
2022-10-14;202210;CONTACTO CON TEMPERATURA EXTREMA;EXTREMIDAD SUPERIOR;DIA;1;0.0;1.0;20.0;0.0;20.0;0.0;4.0;0.0;112.75;28.1875
2022-10-14;202210;GOLPES CONTRA OBJETOS;CABEZA;DIA;1;1.0;0.0;31.0;31.0;0.0;2.0;0.0;90.0;0.0;45.0
2022-10-14;202210;GOLPES CONTRA OBJETOS;CABEZA;TARDE;1;1.0;0.0;22.0;22.0;0.0;8.0;0.0;558.88;0.0;69.86
2022-10-14;202210;GOLPES CONTRA OBJETOS;EXTREMIDAD INFERIOR;DIA;1;1.0;0.0;19.0;19.0;0.0;3.0;0.0;95.67;0.0;31.89
2022-10-14;202210;GOLPES CONTRA OBJETOS;EXTREMIDAD INFERIOR;TARDE;1;1.0;0.0;49.0;49.0;0.0;3.0;0.0;209.58;0.0;69.86
2022-10-14;202210;GOLPES CONTRA OBJETOS;EXTREMIDAD SUPERIOR;DIA;2;2.0;0.0;40.0;40.0;0.0;4.0;0.0;248.85500000000002;0.0;146.2225
2022-10-14;202210;GOLPES CONTRA OBJETOS;OTROS;DIA;1;0.0;1.0;49.0;0.0;49.0;0.0;3.0;0.0;209.58;69.86
2022-10-14;202210;MANIPULACION OBJETOS POR ESFUERZO;CABEZA;DIA;2;2.0;0.0;28.0;28.0;0.0;2.0;0.0;139.72;0.0;139.72
2022-10-14;202210;MANIPULACION OBJETOS POR ESFUERZO;CABEZA;TARDE;3;3.0;0.0;38.0;38.0;0.0;3.0;0.0;375.78;0.0;399.06666666666666
2022-10-14;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD INFERIOR;DIA;9;6.0;3.0;35.0;34.0;36.0;4.0;3.0;314.2733333333333;138.70333333333335;651.4675
2022-10-14;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD INFERIOR;NOCHE;1;1.0;0.0;31.0;31.0;0.0;3.0;0.0;209.58;0.0;69.86
2022-10-14;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;DIA;10;8.0;2.0;35.0;36.0;31.0;7.0;4.0;462.47375;367.6;706.3617857142857
2022-10-14;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;NOCHE;3;1.0;2.0;39.0;35.0;42.0;5.0;3.0;738.01;181.06;268.3086666666667
2022-10-14;202210;MANIPULACION OBJETOS POR ESFUERZO;EXTREMIDAD SUPERIOR;TARDE;1;1.0;0.0;31.0;31.0;0.0;3.0;0.0;247.62;0.0;82.54
2022-10-14;202210;MANIPULACION OBJETOS POR ESFUERZO;OTROS;DIA;2;2.0;0.0;23.0;23.0;0.0;3.0;0.0;130.67;0.0;87.11333333333333
2022-10-14;202210;MANIPULACION OBJETOS POR ESFUERZO;OTROS;NOCHE;1;0.0;1.0;48.0;0.0;48.0;0.0;3.0;0.0;224.33;74.77666666666667
2022-10-14;202210;MANIPULACION OBJETOS POR ESFUERZO;TRONCO;DIA;8;7.0;1.0;36.0;36.0;34.0;3.0;4.0;174.86714285714285;177.48;482.39750000000004
2022-10-14;202210;MANIPULACION OBJETOS POR ESFUERZO;TRONCO;NOCHE;1;1.0;0.0;37.0;37.0;0.0;1.0;0.0;78.02;0.0;78.02
2022-10-14;202210;MANIPULACION OBJETOS POR ESFUERZO;TRONCO;TARDE;1;1.0;0.0;41.0;41.0;0.0;8.0;0.0;558.88;0.0;69.86
2022-10-15;202210;ATRAPADO POR OBJETOS;EXTREMIDAD INFERIOR;TARDE;1;1.0;0.0;39.0;39.0;0.0;7.0;0.0;1400.0;0.0;200.0
2022-10-15;202210;CAIDA DE OBJETOS;CABEZA;DIA;3;3.0;0.0;26.0;26.0;0.0;3.0;0.0;223.73000000000002;0.0;182.17000000000002
2022-10-15;202210;CAIDA DE OBJETOS;EXTREMIDAD INFERIOR;DIA;4;4.0;0.0;39.0;39.0;0.0;3.0;0.0;231.1875;0.0;298.7675
2022-10-15;202210;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;DIA;3;3.0;0.0;30.0;30.0;0.0;3.0;0.0;261.8;0.0;285.0866666666667
2022-10-15;202210;CAIDA DE OBJETOS;EXTREMIDAD SUPERIOR;NOCHE;1;0.0;1.0;30.0;0.0;30.0;0.0;3.0;0.0;166.07;55.35666666666666
2022-10-15;202210;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;DIA;6;3.0;3.0;35.0;27.0;43.0;4.0;3.0;253.91;189.91333333333333;401.4381666666667
2022-10-15;202210;CAIDA DE PERSONAS;EXTREMIDAD INFERIOR;TARDE;1;1.0;0.0;44.0;44.0;0.0;17.0;0.0;850.0;0.0;50.0
2022-10-15;202210;CAIDA DE PERSONAS;EXTREMIDAD SUPERIOR;DIA;1;1.0;0.0;29.0;29.0;0.0;3.0;0.0;209.58;0.0;69.86
2022-10-15;202210;CAIDA DE PERSONAS;OTROS;DIA;5;4.0;1.0;41.0;40.0;46.0;3.0;18.0;198.63;859.05;335.8516666666667
2022-10-15;202210;CONTACTO CON SUSTANCIAS NOCIVAS;TRONCO;TARDE;1;0.0;1.0;39.0;0.0;39.0;0.0;4.0;0.0;187.98;46.995
2022-10-15;202210;CONTACTO CON TEMPERATURA EXTREMA;CABEZA;DIA;1;0.0;1.0;39.0;0.0;39.0;0.0;1.0;0.0;38.85;38.85
2022-10-15;202210;CONTACTO CON TEMPERATURA EXTREMA;CABEZA;NOCHE;1;1.0;0.0;41.0;41.0;0.0;3.0;0.0;486.09;0.0;162.03
2022-10-15;202210;GOLPES CONTRA OBJETOS;CABEZA;DIA;1;1.0;0.0;48.0;48.0;0.0;2.0;0.0;139.72;0.0;69.86
2022-10-15;202210;GOLPES CONTRA OBJETOS;CABEZA;TARDE;1;1.0;0.0;34.0;34.0;0.0;5.0;0.0;349.3;0.0;69.86
2022-10-15;202210;GOLPES CONTRA OBJETOS;EXTREMIDAD INFERIOR;DIA;3;2.0;1.0;51.0;50.0;53.0;3.0;3.0;241.17000000000002;209.58;272.76
2022-10-15;202210;GOLPES CONTRA OBJETOS;EXTREMIDAD SUPERIOR;DIA;1;1.0;0.0;19.0;19.0;0.0;7.0;0.0;310.71;0.0;44.387142857142855
